Titulo,Precio,Rating,Ubicacion,Ventas 60 dias
"Laptop Acer Aspire 3 A315-56 negra 15.6"", Intel Core i5 1035G1  8GB de RAM 512GB SSD, Intel UHD Graphics 1920x1080px Windows 10 Home",2.410.000,0,"Chapinero, Bogotá D.C..",+500
Portátil Acer Nitro An-515-55-52al I510300h/gtx1650/32gb/512,3.739.000,0,"Chapinero, Bogotá D.C..",0
"Laptop Asus TUF FX505DV stealth black 15.6"", AMD Ryzen 7 3750H  16GB de RAM 512GB SSD, NVIDIA GeForce RTX 2060 144 Hz 1920x1080px Windows 10 Home",6.365.900,0,"Cali, Valle Del Cauca.",+100
Funda Teclado Táctil Para Samsung Galaxy Tab S6 Lite 10.4 Ñ,236.034,0,China.,+100
Portatil Dell 5320 Inteli5/11va/ 256ssd/8gb/13.3 /wind10pro,3.000.000,0,"Chapinero, Bogotá D.C..",0
"Dell Inspiron De 15,6 Pulgadas Full Hd Touch- Pantalla Intel",3.416.900,0,"Fontibón, Bogotá D.C..",+100
Mcover Funda Compatible Con Computadora Porttil Dell Xps 15 ,224.428,0,"Aguachica, Cesar.",+100
Portatil Lenovo 300e Tactil 2 En 1 4gb Ram Windows 10 Barato,1.190.000,0,"Fontibón, Bogotá D.C..",+25
Lenovo Thinkpad X250 (Reacondicionado),750.000,0,"Mosquera, Cundinamarca.",+5
Lenovo Thinksmart View Zaus Equipo De Videoconferen.,367.990,0,"Aguachica, Cesar.",+100
"Laptop Asus VivoBook E410MA azul eléctrica 14"", Intel Celeron N4020  4GB de RAM 128GB SSD, Intel UHD Graphics 600 1366x768px Windows 10 Home",1.029.999,4.7,,0
"Laptop Lenovo IdeaPad 3 platinum gray 15.6"", Intel Core i3 1005G1  8GB de RAM 256GB SSD, Intel UHD Graphics G1 (Ice Lake 32 EU) 1920x1080px Windows 10 Home",2.415.900,4.6,,0
"Cubierta De Teclado Mubuy Para Lenovo Yoga C740 C940 *****, ",92.000,0,"Suba, Bogotá D.C..",+500
"Base Universal Dell 452-bcyt D6000, Negra ",1.807.900,0,"Bosa, Bogotá D.C..",+100
"Gpd Micro Pc-mini Industry Laptop,[128gb M.2 Ssd Version] 6",4.383.900,0,"Fontibón, Bogotá D.C..",+100
Asus Tuf Gaming Core I5 10300h 32gb 512gb Gtx 1650 4gb 15.6 ,3.949.950,0,"Chapinero, Bogotá D.C..",+500
Portatil Lenovo V14 Igl Celeron N4020 14  8gb 256 Ssd Win10,1.050.000,0,"Rionegro, Antioquia.",+100
Portatil Gateway Ryzen 7 3700u 8gb 512gb 15.6 Win11,2.398.700,0,"Usaquén, Bogotá D.C..",+50
Laptop Asus K513ea-bq1796 Intel Core I5 1135g7 8gb 512gb Ssd,2.561.500,0,"Chapinero, Bogotá D.C..",+1000
Portatil Hp 240 G7 Intel N4000 1tb Tera  Memoria 8gb,1.000.000,0,"Chapinero, Bogotá D.C..",+100
Digitalizador Asus N550j N550jv Q550l Q550lf 15.6  5357sa,490.000,0,"Medellín, Antioquia.",+50
Computador Portátil Lenovo Athlon Silver Ram 8gb Ssd 256gb,1.399.868,0,"Bucaramanga, Santander.",+50
Portatil Asus Intel Core I3 Ram 8gb Solido 256gb 15.6,1.571.286,0,"Suba, Bogotá D.C..",+1000
"Laptop Acer Aspire 5 A515-43 silver 15.6"", AMD Ryzen 3 3200U  4GB de RAM 128GB SSD, AMD Radeon Vega 3 1920x1080px Windows 10 Home",1.845.000,0,"Santa Fe, Bogotá D.C..",+50
Portátil Asus X415ma Celeron Ram 4gb Hdd 1tb,1.065.000,0,,0
"Laptop gamer HP Omen 16-c0502la plateada mica 16.1"", AMD Ryzen 7 5800H  8GB de RAM 512GB SSD, NVIDIA GeForce RTX 3050 1920x1080px Windows 10 Home",5.839.000,0,"Cali, Valle Del Cauca.",+1000
Portátil Hp C. Dual Core N4020 Ram 4gb Ssd 256gb ,965.000,0,"Cali, Valle Del Cauca.",+5
"Lenovo Ideapad Gaming Laptop, 15.6  Fhd (1920 X 1",4.626.900,0,"Fontibón, Bogotá D.C..",+100
"Laptop Asus VivoBook X407MA gris 14"", Intel Celeron N4000  4GB de RAM 500GB HDD, Intel UHD Graphics 600 1366x768px Windows 10 Home",1.149.900,0,"Bucaramanga, Santander.",+50
Laptop Asus M3500q Ryzen 5 5600h 8gb/512gb /15 Fhd Oled  R,2.899.000,0,"Ibagué, Tolima.",+100
Computador Portátil Acer Core I5 Ram 8gb 256gb Ssd 15.6 ,1.949.900,0,"Ibagué, Tolima.",+100
"El Más Nuevo Flagship Hp Chromebook, 11.6  Hd ( 1366 X 768) ",921.900,0,"Bosa, Bogotá D.C..",+100
"Gigabyte Aorus 15p Yd - 15.6  Fhd 300hz, Intel Core I7, Nvid",20.080.900,0,"Fontibón, Bogotá D.C..",+100
"Laptop gamer Lenovo IdeaPad 15ACH6  shadow black 15.6"", AMD Ryzen 5 5600H  8GB de RAM 256GB SSD, NVIDIA GeForce GTX 1650 60 Hz 1920x1080px Windows 11 Home",3.480.000,0,"Suba, Bogotá D.C..",+100
3 En 1 Mini Puerto De Visualización Dp A Hdmi Dvi Vga,175.928,0,Guangdong.,+50
Portatil Asus L410 Ultra Delgado Con Pantalla De 14 Pulgadas,1.199.900,0,"Medellín, Antioquia.",+100
Portatil Dell Vostro 3400 Core I5-1135g7 Ssd 480gb 8gb 14 Hd,2.119.900,0,"Bucaramanga, Santander.",+1000
Portátil Computador Hp Intel Dual Core Ram 8gb 256gb Ssd 14 ,1.099.900,0,"Bucaramanga, Santander.",+1000
"Laptop Dell XPS 7390 silver táctil 13"", Intel Core i7 10710U  16GB de RAM 512GB SSD, Intel UHD Graphics 1920x1080px Windows 10 Home",11.806.900,0,"Cali, Valle Del Cauca.",+100
"Laptop Asus VivoBook X512DA transparent silver 15.6"", AMD Ryzen 5 3500U  8GB de RAM 512GB SSD, AMD Radeon RX Vega 8 1920x1080px Windows 10 Home",6.000.000,0,"Suba, Bogotá D.C..",+1000
Portatil Dell- Intel Core I3 -10gen -ddr4 4gb -1tera-15  ,1.630.000,0,"Pasto, Nariño.",0
"Asus Vivobook Flip 14 Laptop 2 En 1 Delgada Y Liviana, 14? P",2.205.900,0,"Fontibón, Bogotá D.C..",+100
"Portátil Asus K3500 15,6 Oled I7-11370h 16gb 512 Ssd Rtx3050",6.739.000,0,"Chapinero, Bogotá D.C..",+25
"Laptop Asus ZenBook Pro Duo UX482EG azul celestial táctil 14"", Intel Core i7 1165G7  16GB de RAM 1 TB SSD, NVIDIA GeForce MX450 1920x1080px Windows 10 Home",18.629.900,0,"Cali, Valle Del Cauca.",+100
Computador Portatil Hp Ryzen 5 20gb Ram 1tera Ssd Disco Win,2.675.000,0,"Bucaramanga, Santander.",+1000
Portátil Asus 14  E410m 4 Gb 64 Gb Emm Intel N4020 Teclad Us,899.900,5.0,"Santa Marta, Magdalena.",+100
Para Pavilion Dv7 6000 Dv7 6100 Nuevo Para Computadoras,161.053,0,China.,+100
Dell Inspiron 15 3501 Core I3-1115g4 8gb 128 Ssd + 1tb 15.6,1.989.900,0,"Bucaramanga, Santander.",+1000
"Computadora Portátil Hp Stream De 11,6  Hd 2021, Procesador ",1.742.900,0,"Bosa, Bogotá D.C..",+100
Asus Rog Zephyrus Duo 16 Ryzen 9 Rtx 3080 Ti 32gb 2tb,31.732.900,0,"Cali, Valle Del Cauca.",+100
"Laptop Huawei MateBook 14 2021 gris espacial 14"", AMD Ryzen 5 4600H  8GB de RAM 512GB SSD, AMD Radeon RX Vega 6 (Ryzen 4000/5000) 60 Hz 2160x1440px Windows 10 Home",3.000.000,0,"Rafael Uribe Uribe, Bogotá D.C..",+50
Portatil Gaming I7 12700h 14 Core 16gb 1tb Rtx 3070ti 4k Uhd,8.790.000,0,"Kennedy, Bogotá D.C..",+100
Portatil Lenovo Thinkpad Yoga11e ,590.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Lenovo T440 Core I5 Cuarta Generacion 4gb 500gb,719.999,0,"Chapinero, Bogotá D.C..",+100
Macbook Air 2015 - 2017 Usada Core I7 500gb Disco 8gb Ram,3.199.990,0,"Pereira, Risaralda.",+500
Portatil Hp Elitebook 840 G3 Core I5 6ta Gen 4gb 500g Usado,1.099.999,0,"Chapinero, Bogotá D.C..",+100
Macbook Pro 13¨ Core I7 De 3.5 Ghz - 256 Ssd - 16 Gb Ram,4.950.000,0,"Medellín, Antioquia.",+100
Portatil Dell Latitude E6440 14  8gb  Ssd Core I5 Laptop,680.000,0,"Cali, Valle Del Cauca.",+100
"Portatil Asus Amd Ryzen 5-5500u Disco 512ssd,ram 8,fhd",2.399.900,0,"Medellín, Antioquia.",+100
"Portatil Asus Amd Ryzen 5-5500u Disco 512ssd,ram 20,fhd",2.799.900,5.0,"Medellín, Antioquia.",+100
"Lenovo Thinkpad Yoga X380 Core I5 8va, 8gb, 512gb Ssd -touch",1.649.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Hp Probook 440 G1 Core I7 4ta Gen 4gb 500gb Usado,829.999,0,"Chapinero, Bogotá D.C..",+100
Portátil Lenovo Thinkpad T430 Core I5 3ra  Gen 4*500gb,550.000,0,"La Candelaria, Bogotá D.C..",+50
Portátil Corporativo Lenovo L430 Core I 7,1.000.000,0,"Teusaquillo, Bogotá D.C..",+100
Portatil Hp Probook 430 G2 I5 Cuarta Generacion 4gb 500gb,719.999,0,"Chapinero, Bogotá D.C..",+100
"Lenovo Thinkpad X270 Core I5 6ta, 16gb, 240gb Ssd M2",1.349.000,0,"Chapinero, Bogotá D.C..",+100
"Soporte Disco Duro Macbook Pro A1278 2010, 2011, 2012",24.000,0,"Mosquera, Cundinamarca.",+50
Portátil Hp Elitebook 8470p Core I5 8gb 2.5 Ghz 500gb Bateri,690.000,0,"Cali, Valle Del Cauca.",+100
Portatil Lenovo T440p,1.300.000,0,"Chapinero, Bogotá D.C..",+25
Portátil Hp Elitebook 8470 Core I5 3210m 6gb 2.5 Ghz 500gb ,550.000,0,"Cali, Valle Del Cauca.",+100
Portatil Hp Probook 430 G1 I5 Cuarta Generacion 4gb 500gb,719.999,0,"Chapinero, Bogotá D.C..",+100
"Portatil Corei7-3200u Lenovo Corporativo Usado, Funcional",950.000,0,"Cali, Valle Del Cauca.",+25
Portátil Hp Elitebook 8470p Core I5 4gb 500gb Usado 3 Puerto,430.000,0,"Cali, Valle Del Cauca.",+100
Portail Latitud 7280 Core I5 6ta Gen 8gb Ram 256gb Ssd Bueno,1.099.000,0,"Chapinero, Bogotá D.C..",+100
Tablet Tipo Portatil 2*1  Lenovo  Tactil ,780.000,0,"Ibagué, Tolima.",+50
Portail Latitud 5290 Core I5 8va Gen 8gb Ram 512gb Ssd Bueno,1.499.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Lenovo V330-14ikb Intel Core I3 12gb-500gb+256 Ssd,1.099.000,0,"Barrios Unidos, Bogotá D.C..",+5
Portatil Lenovo T470 I5 6ta /ddr4 8gb /m.2 256gb /touch Ips,1.365.000,0,"Chapinero, Bogotá D.C..",+25
,0,0,,0
Funda Para Teclado Asus Rog Strix G15 G513qr G513qr-es96 De.,109.990,0,"Aguachica, Cesar.",+100
"Funda De Teclado Para Msi Raider Ge77 Ge76 Ge75 Ge63, Msi S.",105.990,0,"Aguachica, Cesar.",+100
"Laptop Hp Stream De 11.6 Pulgadas Hd 2020, Intel Celeron N40",1.742.900,0,"Bosa, Bogotá D.C..",+100
Funda Protectora De Teclado Para Laptop Acer Aspire 5 Slim 2,92.519,0,"Ocaña, Norte De Santander.",+50
Bateria Original 24wh Lenovo Thinkpad,70.000,0,"Medellín, Antioquia.",+25
Tablet Pc Panasonic Cf-c2 I5 (4 Gen) 8gb 500gb Tactil ,1.550.000,0,"Cartagena De Indias, Bolivar.",0
"Computadora Portatil Asus L410 Ultra Delgada, Pantalla Fhd D",1.700.000,0,"Bosa, Bogotá D.C..",+100
Super Ganga Portatil Intel ,890.000,0,"Suba, Bogotá D.C..",0
"Lenovo Chromebook Duet, 2 En 1, Pantalla Wuxga (1920 X 1200)",2.162.900,0,"Fontibón, Bogotá D.C..",+100
"Laptop Asus VivoBook M1402IA quiet blue 14"", AMD Ryzen 5 4600H  8GB de RAM 512GB SSD, AMD Radeon RX Vega 6 (Ryzen 4000/5000) 60 Hz 1920x1080px Windows 11 Pro",3.968.900,0,"Cota, Cundinamarca.",+1000
"Alienwarex17 I9 11980hk 64gb 1tb+512gb Rtx 3080 16gb 17,3 4k",15.999.900,0,"Chapinero, Bogotá D.C..",+100
"Laptop Asus L510 Ultra Thin Laptop, 15.6r Pantalla Fhd, Proc",1.741.900,0,"Bosa, Bogotá D.C..",+100
"Hp Chromebook X360 De 14  Laptop Con Pantalla Táctil, Intel ",1.693.900,0,"Bosa, Bogotá D.C..",+100
Flex Cable De Disco Duro Macboock Pro A1278,37.000,4.8,"Chapinero, Bogotá D.C..",+100
Lenovo Thinkpad 11e Chromebook Pant  12  4gb Ram 16gb Ssd (Reacondicionado),380.000,0,"Barranquilla, Atlantico.",0
Computador Portátil Bmax S13a Windows 10 128gb Ram 8gb ,1.449.950,0,"Antonio Nariño, Bogotá D.C..",+50
"Laptop Acer Aspire 5 A515-55 plata 15.6"", Intel Core i5 1035G1  8GB de RAM 256GB SSD, Intel UHD Graphics G1 60 Hz 1920x1080px Windows 10 Home",2.410.000,0,"Chapinero, Bogotá D.C..",+500
Samsung Chromebook 4 + Chrome Os 15.6 Pulgadas Full Hd,2.466.900,0,"Bosa, Bogotá D.C..",+100
"MacBook Pro 16-inch 2023 silver 16.2"", Apple M2 Pro  16GB de RAM 512GB SSD, Apple M2 Pro 19-Core GPU 120 Hz 3456x2234px macOS",14.499.900,0,"Antonio Nariño, Bogotá D.C..",+100
"Apple Macbook Pro 2021 14,2 M1 Max 10 Core 32-cpu 64gb 8tb",61.999.000,0,"Kennedy, Bogotá D.C..",+500
"Laptop Asus Zenbook Pro 14 Duo OLED UX8402ZA tech black táctil 14.5"", Intel Core i7 12700H  16GB de RAM 1 TB SSD, Intel Iris Xe Graphics G7 96EUs 120 Hz 2880x1800px Windows 11 Home",10.120.340,0,"Chapinero, Bogotá D.C..",+100
"Laptop gamer Lenovo IdeaPad 15IMH05  chameleon blue 15.6"", Intel Core i5 10300H  8GB de RAM 1TB HDD 256GB SSD, NVIDIA GeForce GTX 1650 Ti 60 Hz 1920x1080px Windows 10 Home",3.999.000,5.0,"Suba, Bogotá D.C..",+100
Portatil Asus Vivobook Pro Core I5 Ram 8gb Ssd 512gb Rtx3050,4.699.000,0,"Medellín, Antioquia.",+100
"Lenovo Chromebook Flex 3, 2 En 1, Pantalla Táctil De 11,6 , ",896.900,0,"Fontibón, Bogotá D.C..",+100
Portatil Lenovo V14-amd/ram 16 Gb 3200/ssd 512 Gb+1 Tera Hdd,1.199.000,0,"Neiva, Huila.",0
Acer Chromebook 512 Intel N4020 - Ram 4gb - Emmc 32gb- 12    Negro,789.900,0,"Suba, Bogotá D.C..",+500
 Asus Rog Zephyrus Duo Se 15 4k Ryzen 9 Rtx 3060 16gb 1tb,19.405.900,0,"Cali, Valle Del Cauca.",+100
Portatil Asus Zenbook Duo Ux482 Core I7-1165g7 512gb 2021,8.800.000,0,"Suba, Bogotá D.C..",+100
"Laptop Lenovo IdeaPad S145-14API  platinum gray 14"", AMD 3020E  8GB de RAM 1TB HDD, AMD Radeon RX Vega 3 60 Hz 1366x768px Windows 10 Home",2.399.900,0,"Usaquén, Bogotá D.C..",+100
Portatil Gamer Acer Nitro 5 I5-8300h Nvidia Gtx-1060 Laptop,2.500.000,0,"Cali, Valle Del Cauca.",+100
"20 19 Lenovo Thinkpad Yoga 11e 5.ª Generación 11,6  Antirref",2.063.900,0,"Fontibón, Bogotá D.C..",+100
"Laptop gamer Acer Aspire Nitro 7 AN715-51 negra 15.6"", Intel Core i7 9750H  8GB de RAM 256GB SSD, NVIDIA GeForce GTX 1050 60 Hz 1920x1080px Windows 10 Home",10.431.900,0,"Cali, Valle Del Cauca.",+100
Hp Victus 16 Ryzen 7 5800h Rtx 3060 16g 512g Windows Pro ,6.099.999,0,"Medellín, Antioquia.",+100
Laptop Windows 11 Asus Celeron N4020  4gb Ram 64 Gb Ssd,824.900,0,"Cali, Valle Del Cauca.",+100
Computador Portatil Asus Oled I5 8gb 512gb 4gb T/video Gtx,3.349.900,0,"Chapinero, Bogotá D.C..",+5
"Nuevo Microsoft Surface Go (intel Pentium Gold, 4gb Ram, 12.",2.063.990,0,"Aguachica, Cesar.",+100
Portatil Pc Smart Pcsgob14p-c Repuestos  Leer Descripcion,280.000,0,"San Cristobal Sur, Bogotá D.C..",+50
Portatil Asus G513rc-hn057wr R7/16gb/512ssd/15.6 /4gb/w11,6.899.900,5.0,"Chapinero, Bogotá D.C..",+100
"Asus E14 (l406na-wh02) Laptop, 14  Hd Display, Intel Celeron",1.008.900,0,"Fontibón, Bogotá D.C..",+100
"Portatil Lenovo Chromebook Flex 3, 2 En 1",994.900,0,"Bosa, Bogotá D.C..",+100
Asus Rog Flow Z13 I9-12900h Rtx 3050 Ti 16gb 1tb + Xg Mobile,21.474.900,0,"Cali, Valle Del Cauca.",+100
Portátil Lenovo Thinkpad X240,790.000,0,"Suba, Bogotá D.C..",0
Laptop - Surface Laptop 4 13.5 Pantalla Tactil( Ultimo Model,6.400.000,0,"Soacha, Cundinamarca.",+5
Portátil Gamer Razer Blade Stealth Core I7 16gb Ram,1.900.000,0,"Medellín, Antioquia.",+50
"Laptop Asus ZenBook UX425EA pine gray 14"", Intel Core i5 1135G7  8GB de RAM 512GB SSD, Intel Iris Xe Graphics G7 80EUs 1920x1080px Windows 10 Home",5.586.900,0,"Cali, Valle Del Cauca.",+100
"Laptop Dell Vostro 3400 black 14"", Intel Core i5 1135G7  8GB de RAM 256GB SSD, Intel Iris Xe Graphics G7 80EUs 60 Hz 1366x768px Windows 11 Home",1.950.000,5.0,"Chapinero, Bogotá D.C..",+500
"Lenovo Thinkpad Yoga 11e 2022 Pantalla Táctil, 8/128 Gb ",2.760.000,0,"Fontibón, Bogotá D.C..",+100
Portatil Acer A314-31-c6le Windows 10 Nuevo Garantia Celeron,740.000,0,"Chapinero, Bogotá D.C..",0
Asus Zenbook 14x Portatil Oled I7-1165g7 Mx450 16gb 512gb,8.600.900,0,"Cali, Valle Del Cauca.",+100
Alienware M15 R6 Portatil Core I7-11800h Rtx 3070 32gb 1tb,13.050.900,0,"Cali, Valle Del Cauca.",+100
Computador Portatil Laptop Hp 14-ac101la Excelente Estado (Reacondicionado),570.000,0,"Medellín, Antioquia.",+100
Lenovo - Chromebook 3 Chromebook De 11  - Amd A6 - Memoria D,816.900,0,"Bosa, Bogotá D.C..",+100
Portatil Asus Zenbook Duo Ux481fa Core I7-10510 512gb Uhd620,9.047.900,0,"Cali, Valle Del Cauca.",+100
Asus Zenbook Pro Duo 15 Oled I9-11900h Rtx 3060 32gb 1tb,18.031.900,0,"Cali, Valle Del Cauca.",+100
Acer Nitro Intel Ci5 Hdd 1tb+256gb Ram 16gb Nvidia 3050 4gb,4.829.900,0,"Bucaramanga, Santander.",+500
"Computador Portátil Hp 15,6  Ram 8gb - Disco Ssd 256 Gb",1.999.900,0,"Itaguí, Antioquia.",+500
Portátil Asus Tuf A15 R7 5800h Rtx 3060 Ram 16gb M.2 512gb,6.490.000,0,"Cali, Valle Del Cauca.",+1000
Asus Zenbook Duo 14 Ux482 Core I5-1155g7 Iris Xe 8gb 512gb,7.648.900,0,"Cali, Valle Del Cauca.",+100
Laptop Asus I5 + 8gb Ram 250ssd + Disco 1tb ,850.000,0,"Usaquén, Bogotá D.C..",+100
Samsung Chromebook 4 (modelo 2021) 11.6  Intel Uhd Graphics ,1.083.900,0,"Bosa, Bogotá D.C..",+100
"MacBook Pro 16-inch 2023 space gray 16.2"", Apple M2 Pro  16GB de RAM 512GB SSD, Apple M2 Pro 19-Core GPU 120 Hz 3456x2234px macOS",15.998.000,0,"Usaquén, Bogotá D.C..",+50
"Laptop Acer Aspire 5 A515-56 pure silver 15.6"", Intel Core i3 1115G4  4GB de RAM 128GB SSD, Intel UHD Graphics Xe G4 48EUs 1920x1080px Windows 10 Home",2.019.900,0,"Usaquén, Bogotá D.C..",+100
Acer Nitro Intel Core I7 Ssd 512gb Ram 16gb Rtx 3050ti,5.629.900,0,"Bucaramanga, Santander.",+500
"Laptop Lenovo IdeaPad 14ALC05  abyss blue táctil 14"", AMD Ryzen 7 5700U  16GB de RAM 512GB SSD, AMD Radeon RX Vega 8 (Ryzen 4000/5000) 1920x1080px Windows 10 Home",3.915.000,0,"Cali, Valle Del Cauca.",+50
"Laptop Lenovo IdeaPad 14ADA05  cherry red 14"", AMD Ryzen 3 3250U  8GB de RAM 256GB SSD, AMD Radeon RX Vega 3 1366x768px Windows 11 Home",2.199.000,4.8,"Cota, Cundinamarca.",+50
Computador Lenovo Chromebook ,550.000,0,"Cali, Valle Del Cauca.",0
Msi Raider Ge76 I7 12700h 32gb 1tb Rtx 3080 Ti 16gb 17.3,14.649.500,0,"Chapinero, Bogotá D.C..",+500
"Panasonic Toughbook Cf-31 Mk5, Intel I5-u 2.3ghz, Pantalla .",5.170.990,0,"Aguachica, Cesar.",+100
Portátil Gamer Alienware Area 51m Rtx2070 Core I7-10 8gb 1tb,28.467.900,0,"Cali, Valle Del Cauca.",+100
Computador Portatil Thinkpad X1 Yoga Core I7 1tb Ssd 16gb ,11.399.900,0,"Chapinero, Bogotá D.C..",+500
Computador Portátil Laptop Compaq Presario Cq60-419wm,372.838,0,"Cali, Valle Del Cauca.",+100
"Laptop HP 14-dk1022wm natural silver 14"", AMD Ryzen 3 3250U  4GB de RAM 128GB SSD, AMD Radeon Vega 3 1366x768px Windows 10 Home",2.194.990,0,"Aguachica, Cesar.",+100
"Dell Inspiron 3501 15.6 , Core I3 1005g1 8gb Ram Ssd256 Gb ",1.799.183,5.0,"Pereira, Risaralda.",0
"Laptop Asus Vivobook 15 X1502 azul 15.6"", Intel Core i5 1240P  8GB de RAM 256GB SSD, Intel Iris Xe Graphics G7 80EUs Windows 11 Home",2.610.000,0,"Chapinero, Bogotá D.C..",+500
"MacBook Pro 16-inch 2023 space gray 16.2"", Apple M2 Pro  16GB de RAM 1 TB SSD, Apple M2 Pro 19-Core GPU 120 Hz 3456x2234px macOS",15.900.000,0,"Antonio Nariño, Bogotá D.C..",+100
Macbook Air 13 Pulgadas,3.999.990,0,"Usaquén, Bogotá D.C..",+1000
Portátil Samsung Core I3 Con Cargador.,400.000,0,"Chapinero, Bogotá D.C..",0
Portátil Acer Core I3 Ram 8gb Disco Ssd 512gb Pul 15.6 Win10,1.599.000,0,"Chapinero, Bogotá D.C..",+500
Gigabyte Aorus 15 Xe4 Qhd 165hz I7-12700h Rtx3070ti 32gb 1tb,11.944.900,0,"Cali, Valle Del Cauca.",+100
Computador Portátil Chromebook Asus C223 4gb Celeron N3350,974.548,0,Estados Unidos.,+100
Macbook Air Mid 2013 13 Pulgadas,1.000.000,0,"Barrios Unidos, Bogotá D.C..",+50
Portátil Asus Zephyrus Ryzen 7 24gb Rtx 3060 512gb Ssd 14,6.449.900,0,"Bucaramanga, Santander.",+50
Asus Strix G17 Ryzen 7 6800h Rtx 3050 16g 512g 144h 17 Pulga,7.199.999,0,"Medellín, Antioquia.",+100
Portatil Macbook Air 2015 Core I5 Ram 8gb Ssd 128gb Macos (Reacondicionado),3.770.000,0,"Medellín, Antioquia.",+500
"Portatil Dell Xps 13 9310 Touchs 13.4 I7, 512gb Ssd, 8gb O B",7.590.000,0,"Retiro, Antioquia.",+100
Portátil Gamer Hp Victus Ram 16gb 512gb Ssd I5 11gen Gtx1650,4.199.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Hp Chromebook 11 G9 Ee,525.000,0,"Cartagena De Indias, Bolivar.",0
Portátil Hp 14-cf2514la Intel Core I3 4gb 256gb Ssd Windows,1.650.000,0,"Chapinero, Bogotá D.C..",+500
Portátil Gamer Hp Victus Ram 16gb 512gb Ssd I5 11gen Gtx1650,4.299.000,0,"Usaquén, Bogotá D.C..",+100
Portatil Gamer Acer Intel Core I7 -disco 512+ 1tb Hdd-ram 16,4.699.900,0,"Medellín, Antioquia.",+100
Computador Portatil Core I7 Thinkpad Profesional Bussines (Reacondicionado),2.689.700,0,"Medellín, Antioquia.",+500
Portatil Dell Vostro 3400 Core I5 1135g7 11th Gen 1tb 12gb,1.930.000,0,"Chapinero, Bogotá D.C..",+500
Portatil Hp 15-ef1252la Ryzen 5 5500u 8gb Ram 256 M2 Win 11,1.950.000,0,"Bucaramanga, Santander.",0
Laptop Macbook Air 2015 Core I5 Ram 8gb Ssd 128gb Macosx (Reacondicionado),2.815.000,0,"Medellín, Antioquia.",+500
Portátil Lenovo V14 Amd Ryzen 5 5500u Ram 8gb 256gb 14  Hd,1.799.000,0,"Medellín, Antioquia.",0
Lenovo Legion 5 Pro Ryzen 7 5800h 512 Sdd 16 Gigas Rtx 3060 ,6.699.999,0,"Chapinero, Bogotá D.C..",+100
Computador Asus Portatil Intel Celeron Laptop Ssd 128gb 15.6,1.398.900,0,"Suba, Bogotá D.C..",+500
Portatil Tablet Pc I5 Wacom Touch Screen Fujitsu T734 Ssd ,750.000,0,"Cali, Valle Del Cauca.",+50
Computador Portátil Dell Latitude D505,156.000,0,"Medellín, Antioquia.",+100
Portatil Pc Computador Asus X540y Amd A8 7410 Ram 4gb 1tb,740.000,0,"Engativá, Bogotá D.C..",+1000
"Espectacular Mackbook Pro 15,4 PuLG/ Core I7 / 16gb / 2017",4.400.000,0,"Engativá, Bogotá D.C..",+50
Portátil Hp Pavilion 15-ef2506la Ryzen 5 5500 8gb/256ssd/w11,1.969.000,0,"Medellín, Antioquia.",+50
Apple Macbook Pro Chip M2 8gb 256gb Silver,6.731.000,0,"Antonio Nariño, Bogotá D.C..",+100
"Asus - Zenbook Pro Duo Ux581 - Portátil De 15.6&#34;, Pant.",20.224.990,0,"Aguachica, Cesar.",+50
Asus Zephyrus G15 Portatil Gamer Ryzen 7 Gtx 1660 16gb 1tb,6.978.900,0,"Cali, Valle Del Cauca.",+100
"Laptop Dell Vostro 3490 negra 14"", Intel Core i5 10210U  4GB de RAM 1TB HDD, Intel HD Graphics 60 Hz 1366x768px Windows 10 Pro",2.290.000,4.7,"Chapinero, Bogotá D.C..",+500
Computador Portatil Laptop Dell Vostro 3360 Excelente Estado (Reacondicionado),770.000,0,"Medellín, Antioquia.",+100
Lenovo Legion 5 Ryzen 7 5800h Rtx 3050ti 16g 512 165hz Ips ,5.990.000,4.5,"Kennedy, Bogotá D.C..",+100
Apple Macbook Air 2022 13 M2 8-core 16gb 1tb,14.099.000,0,"Kennedy, Bogotá D.C..",+500
Alienware X15 R1 Portátil Gamer I7-11800h Rtx 3070 16gb 1tb,13.603.900,0,"Cali, Valle Del Cauca.",+100
Asus Zenbook Pro Duo 14 Oled I9-12900h Rtx 3050ti 32gb 1tb,15.971.900,0,"Cali, Valle Del Cauca.",+100
"Lenovo 11.6, 300e Chromebook Pantalla Táctil Lcd 2 En 1.",731.990,0,"Aguachica, Cesar.",+100
Portátil Asus X415ma Cel/4gb/128gb Ssd/14'hd/ W10+office,1.789.900,0,,0
"Macbook Pro, Apple A 13.3 Corei5 8ram 256ssd Touchbar 10/10  (Reacondicionado)",4.599.000,0,"Usaquén, Bogotá D.C..",+100
"Asus Tuf Gaming F15, Core I5, 4 Gb Video, 512 Gb Ssd, 16 Gb",2.799.900,0,"Bucaramanga, Santander.",+100
Asus Rog Strix Core I7 G733z 16gb/1tb Ssd 6gb Windows 11,8.799.000,0,"Chapinero, Bogotá D.C..",+100
